id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JH9EGPNTN4RWJ2CKPGRT3968,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T01:09:06.874643833Z,,,true,2025-01-11T01:09:06.928027451Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T01:09:06.874643833Z,terminated,2025-01-11T01:40:38.299848014Z
01JH9BRK0NGX20E7KW6Z2CN9PP,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T00:20:59.541370644Z,all games finished,2025-01-11T01:21:33.99634121Z,true,2025-01-11T00:20:59.549744005Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T00:20:59.541370644Z,ended,2025-01-11T01:21:33.99634121Z
01JH9BRKGNSDDX0QRWMQFBMC6N,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T00:21:00.053831988Z,all games finished,2025-01-11T01:13:00.944085709Z,true,2025-01-11T00:21:00.062556847Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T00:21:00.053831988Z,ended,2025-01-11T01:13:00.944085709Z
01JH9BRNYYHXEKB1VEKV8Z4T4P,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T00:21:02.558510988Z,all games finished,2025-01-11T01:31:28.116128814Z,true,2025-01-11T00:21:02.566268155Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T00:21:02.558510988Z,ended,2025-01-11T01:31:28.116128814Z
01JH9BREKSM9GWVCQ942EKS85B,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T00:20:55.033312319Z,all games finished,2025-01-11T01:12:30.623124021Z,true,2025-01-11T00:20:55.050537515Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T00:20:55.033312319Z,ended,2025-01-11T01:12:30.623124021Z
01JH9BRMEKZCF2MA6AJ67H9FTD,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T00:21:01.011396293Z,all games finished,2025-01-11T01:16:24.44863998Z,true,2025-01-11T00:21:01.020055145Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T00:21:01.011396293Z,ended,2025-01-11T01:16:24.44863998Z
01JH9BRP99CTZD392P7WRGTWZ2,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T00:21:02.889095606Z,all games finished,2025-01-11T01:35:59.653748082Z,true,2025-01-11T00:21:02.89771185Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T00:21:02.889095606Z,ended,2025-01-11T01:35:59.653748082Z
01JH9DWKEH6GDE4GTY062FWBF2,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T00:58:08.209075735Z,all games finished,2025-01-11T01:11:10.871598997Z,true,2025-01-11T00:58:08.240068262Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T00:58:08.209075735Z,ended,2025-01-11T01:11:10.871598997Z
01JH9E6Z600P28KEFHBRWZJC3R,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T01:03:47.904510084Z,all games finished,2025-01-11T01:38:43.449488549Z,true,2025-01-11T01:03:47.966907438Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T01:03:47.904510084Z,ended,2025-01-11T01:38:43.449488549Z
01JH9BRHQZYSSYWQN75W3PAV17,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T00:20:58.239221282Z,all games finished,2025-01-11T01:18:44.99620755Z,true,2025-01-11T00:20:58.248344278Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T00:20:58.239221282Z,ended,2025-01-11T01:18:44.99620755Z
