roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01JH6EPK4CV74A6Z8JKGXQ33N9,NA,01JH6E1C2BP6ZGXRXBA6P1DY1H,45,65,2,NA,/tangrams/103_79.png,14,45,"[""/tangrams/443_372.png"",""/tangrams/103_79.png"",""/tangrams/81_121.png"",""/tangrams/415_424.png""]"
01JH6EWBG651Y0T1CM8ATJ62G1,TRUE,01JH6EG3TRG27F1KB2P3FPC8N9,26,65,1,/tangrams/117_253.png,/tangrams/117_253.png,11,26,"[""/tangrams/330_97.png"",""/tangrams/117_97.png"",""/tangrams/330_253.png"",""/tangrams/117_253.png""]"
01JH6F1CMYCDPFKAFRDYGXN54S,TRUE,01JH6EG3TQ8S1K1RV6SD3SZ300,57,65,3,/tangrams/459_414.png,/tangrams/459_414.png,10,57,"[""/tangrams/386_189.png"",""/tangrams/304_215.png"",""/tangrams/348_355.png"",""/tangrams/459_414.png""]"
01JH6FKZS89SVB474V2TEK5MJH,FALSE,01JH6ER00DKQJP5DAGEN19MFQG,6,65,0,/tangrams/14_100.png,/tangrams/170_274.png,7,6,"[""/tangrams/52_386.png"",""/tangrams/14_100.png"",""/tangrams/452_130.png"",""/tangrams/170_274.png""]"
01JH6EFPMBYCZ7YZ72XM7TATBW,TRUE,01JH6E12CYJK257E7E3BVNY8KC,40,65,2,/tangrams/281_405.png,/tangrams/281_405.png,9,40,"[""/tangrams/467_328.png"",""/tangrams/467_405.png"",""/tangrams/281_328.png"",""/tangrams/281_405.png""]"
01JH6EM4ZPW5QDRSN02K8AM5B1,TRUE,01JH6E12CWGXQF2B41B59YQN0N,35,65,2,/tangrams/401_298.png,/tangrams/401_298.png,4,35,"[""/tangrams/266_249.png"",""/tangrams/401_298.png"",""/tangrams/466_460.png"",""/tangrams/158_379.png""]"
01JH6EHXJFVS1761RWMGY0B1RG,TRUE,01JH6E12CYJK257E7E3RXVEBQK,53,65,3,/tangrams/381_445.png,/tangrams/381_445.png,6,53,"[""/tangrams/75_58.png"",""/tangrams/381_445.png"",""/tangrams/48_441.png"",""/tangrams/344_359.png""]"
01JH6EPK17HT0ZVWF5EZ1R1XZC,NA,01JH6E1C2BP6ZGXRXBA6P1DY1H,29,65,1,NA,/tangrams/254_111.png,14,29,"[""/tangrams/415_424.png"",""/tangrams/433_270.png"",""/tangrams/103_79.png"",""/tangrams/254_111.png""]"
01JH6EQTYMM739D1M9D2YG0HJ4,FALSE,01JH6E1C2DWXZEMQ1NDGSW5GAF,0,65,0,NA,/tangrams/226_50.png,1,0,"[""/tangrams/226_50.png"",""/tangrams/371_156.png"",""/tangrams/237_373.png"",""/tangrams/204_464.png""]"
01JH6EWBCCDQ9WE111ZCNH6GN3,TRUE,01JH6EG3TRG27F1KB2P3FPC8N9,13,65,0,/tangrams/117_97.png,/tangrams/117_97.png,14,13,"[""/tangrams/117_97.png"",""/tangrams/117_420.png"",""/tangrams/330_420.png"",""/tangrams/330_97.png""]"
01JH6EFPM49Q3X6HM6PDKDDJFW,TRUE,01JH6E12CYJK257E7E3BVNY8KC,32,65,2,/tangrams/281_328.png,/tangrams/281_328.png,1,32,"[""/tangrams/281_145.png"",""/tangrams/204_145.png"",""/tangrams/204_328.png"",""/tangrams/281_328.png""]"
01JH6EFPMWG0BB5GDGZGG4N65A,TRUE,01JH6E12CYJK257E7E3BVNY8KC,59,65,3,/tangrams/467_145.png,/tangrams/467_145.png,12,59,"[""/tangrams/467_405.png"",""/tangrams/366_145.png"",""/tangrams/467_145.png"",""/tangrams/366_405.png""]"
01JH6EPK1EKWTYK7QANNNKBKJ8,FALSE,01JH6E1C2BP6ZGXRXBA6P1DY1H,13,65,0,/tangrams/103_79.png,/tangrams/268_3.png,14,13,"[""/tangrams/268_3.png"",""/tangrams/51_191.png"",""/tangrams/313_94.png"",""/tangrams/103_79.png""]"
01JH6FKZWY5T57BBERX20AG4CZ,TRUE,01JH6ER00DKQJP5DAGEN19MFQG,25,65,1,/tangrams/305_24.png,/tangrams/305_24.png,10,25,"[""/tangrams/52_386.png"",""/tangrams/102_403.png"",""/tangrams/305_24.png"",""/tangrams/415_288.png""]"
01JH6FM03Q6HNZ40MJ7YAKRZ5F,TRUE,01JH6ER00DKQJP5DAGEN19MFQG,49,65,3,/tangrams/422_96.png,/tangrams/422_96.png,2,49,"[""/tangrams/254_227.png"",""/tangrams/422_96.png"",""/tangrams/324_93.png"",""/tangrams/14_100.png""]"
01JH6EHXFJHRZ5G13ZPMT1K2S7,TRUE,01JH6E12CYJK257E7E3RXVEBQK,1,65,0,/tangrams/48_445.png,/tangrams/48_445.png,2,1,"[""/tangrams/48_445.png"",""/tangrams/75_58.png"",""/tangrams/381_441.png"",""/tangrams/344_359.png""]"
01JH6EHXHZQ9PMNWTY6F8TR5FQ,TRUE,01JH6E12CYJK257E7E3RXVEBQK,44,65,2,/tangrams/344_58.png,/tangrams/344_58.png,13,44,"[""/tangrams/344_58.png"",""/tangrams/75_441.png"",""/tangrams/381_445.png"",""/tangrams/48_359.png""]"
01JH6FKZYPAF57HCQC4PW6C3B1,TRUE,01JH6ER00DKQJP5DAGEN19MFQG,29,65,1,/tangrams/254_227.png,/tangrams/254_227.png,14,29,"[""/tangrams/417_381.png"",""/tangrams/422_96.png"",""/tangrams/254_227.png"",""/tangrams/52_386.png""]"
01JH6FM00WZ7WR2RD76MMFCMY7,TRUE,01JH6ER00DKQJP5DAGEN19MFQG,36,65,2,/tangrams/417_381.png,/tangrams/417_381.png,5,36,"[""/tangrams/422_96.png"",""/tangrams/303_125.png"",""/tangrams/417_381.png"",""/tangrams/124_252.png""]"
