gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JH6D43HS880KDST6YZ8S0CX7,NA,01JH6D43HEM72QY7SGBWQ5WZSR,NA,NA,terminated,NA,NA
01JH6E12CYJK257E7E3BVNY8KC,2,01JH6E12CCBPBZYDQZBF95Z414,4,comp-within,ended,"[[467,367],[467,405],[467,145],[467,328],[204,367],[204,405],[204,145],[204,328],[281,367],[281,405],[281,145],[281,328],[366,367],[366,405],[366,145],[366,328]]",0
01JH6EG3TSBYEJ9FEXT82YTFWY,2,01JH6EG3TA5QYS5Z38HKNPBNV1,4,comp-between,ended,"[[65,48],[65,272],[65,61],[65,408],[415,48],[415,272],[415,61],[415,408],[193,48],[193,272],[193,61],[193,408],[63,48],[63,272],[63,61],[63,408]]",180
01JH6ER00DKQJP5DAGEN19MFQG,2,01JH6EQVBD3A04RXZSFH4GJKMN,4,noncomp,ended,"[[422,96],[102,403],[417,381],[52,386],[254,227],[345,343],[415,288],[303,125],[305,24],[452,130],[324,93],[170,274],[124,252],[14,100],[237,448],[40,126]]",270
01JH6ER00NSAMMFKBBS8V3SDG4,NA,01JH6EQVBD3A04RXZSFH4GJKMN,NA,NA,terminated,NA,NA
01JH6D41RE0KQ66YVS0ZH633SF,NA,01JH6D41QR62JDNS2PF014M3VH,NA,NA,terminated,NA,NA
01JH6D43HS880KDST6YN9DAHP0,NA,01JH6D43HEM72QY7SGBWQ5WZSR,NA,NA,terminated,NA,NA
01JH6EG3TRG27F1KB2P3FPC8N9,2,01JH6EG3TA5QYS5Z38HKNPBNV1,4,comp-within,ended,"[[411,253],[411,97],[411,420],[411,234],[50,253],[50,97],[50,420],[50,234],[330,253],[330,97],[330,420],[330,234],[117,253],[117,97],[117,420],[117,234]]",90
01JH6E1C2DWXZEMQ1NCYN91YQD,2,01JH6E1C20PAC5D5ERJBB6CQ26,4,comp-within,ended,"[[385,31],[385,260],[385,439],[385,296],[195,31],[195,260],[195,439],[195,296],[270,31],[270,260],[270,439],[270,296],[122,31],[122,260],[122,439],[122,296]]",0
01JH6ER00GR9S8WB6DM17V41FP,NA,01JH6EQVBD3A04RXZSFH4GJKMN,NA,NA,terminated,NA,NA
01JH6D41RE0KQ66YVS1D6F2BZZ,NA,01JH6D41QR62JDNS2PF014M3VH,NA,NA,terminated,NA,NA
01JH6D41RFB27KE4BEGYTFQNJF,NA,01JH6D41QR62JDNS2PF014M3VH,NA,NA,terminated,NA,NA
01JH6E12CYJK257E7E3RXVEBQK,2,01JH6E12CCBPBZYDQZBF95Z414,4,comp-between,ended,"[[75,58],[75,445],[75,441],[75,359],[48,58],[48,445],[48,441],[48,359],[344,58],[344,445],[344,441],[344,359],[381,58],[381,445],[381,441],[381,359]]",0
01JH6E1C2DWXZEMQ1NDGSW5GAF,2,01JH6E1C20PAC5D5ERJBB6CQ26,4,comp-between,ended,"[[204,50],[204,373],[204,156],[204,464],[226,50],[226,373],[226,156],[226,464],[237,50],[237,373],[237,156],[237,464],[371,50],[371,373],[371,156],[371,464]]",270
01JH6EG3TQ8S1K1RV6SD3SZ300,2,01JH6EG3TA5QYS5Z38HKNPBNV1,4,noncomp,ended,"[[116,41],[386,189],[368,405],[191,232],[342,200],[223,140],[384,229],[304,215],[348,355],[170,271],[84,135],[459,414],[225,221],[248,113],[367,85],[315,244]]",90
01JH6D43HTEWHGYP2NN6RDVK9Q,NA,01JH6D43HEM72QY7SGBWQ5WZSR,NA,NA,terminated,NA,NA
01JH6E12CWGXQF2B41B59YQN0N,2,01JH6E12CCBPBZYDQZBF95Z414,4,noncomp,ended,"[[47,105],[401,298],[142,103],[24,3],[426,344],[365,388],[466,460],[264,72],[75,57],[266,249],[158,379],[196,17],[351,87],[83,467],[65,88],[237,279]]",90
01JH6E1C2BP6ZGXRXBA6P1DY1H,2,01JH6E1C20PAC5D5ERJBB6CQ26,4,noncomp,ended,"[[443,372],[433,270],[81,121],[350,294],[242,459],[415,424],[268,3],[394,404],[51,191],[20,255],[349,147],[313,94],[103,79],[118,74],[295,40],[254,111]]",180
